361028,0.008895381
361353,0.021848041
362666,0.074879285
362922,0.030767299
362988,0.00892252
363278,0.017243657
363978,0.037158423
364168,0.049958577
364439,0
364903,0.057438229
365036,0
365446,0.040479589
365903,0.053497243
366160,0.008521122
366223,0.022781548
366293,0.101885263
366402,0.012913795
366511,0
366565,0.042881547
366627,0.004449419
366717,0.041336126
366793,0.068227341
366827,0.006938199
366895,0.060221927
366959,0.019657303
367348,0.040020827
367354,0.047424847
367386,0.051038856
367463,0.025715878
367468,0.089729662
367491,0.01499899
367492,0.041603092
367509,0.031627537
367534,0.051460708
367535,0.014212867
367538,0
367556,0.087330362
367590,0
367600,0.018091204
367603,0.060955783
367611,0.020281655
367667,0.04323523
367668,0.009279931
367673,0.021418613
367674,0.035860248
367678,0.018182741
367680,0.021156619
367684,0.017385399
367774,0.03917786
367776,0
367784,0
367786,0.011699458
367791,0.026975683
367796,0
367827,0
367829,0.016690176
367834,0.052721335
367835,0.054152789
367840,0
367842,0
367845,0.013979293
367849,0
367850,0.012774511
367852,0.027563048
367858,0.013234872
367860,0.017629496
367862,0.03860054
367863,0.032406058
367864,0.105761475
367865,0.085180087
367866,0.081209606
367867,0.015037908
367870,0
367873,0.018660121
367874,0.014446191
367875,0.053929877
367913,0.008741866
367921,0.031590626
367922,0.017752228
367940,0.013033471
367950,0.045255359
367958,0.05608039
368001,0.068487802
368052,0.017755843
368054,0.055980715
368061,0.021497944
368066,0.037327116
368069,0.033931291
368075,0.025506646
368077,0.008724085
368093,0.013821277
368143,0.032426163
368204,0.04323523
368211,0.021680807
368213,0.061642693
368214,0.051203347
368224,0
368225,0.036811105
368229,0.018846727
368249,0.031962742
368254,0.043738124
368257,0
368258,0.017295369
368261,0.017385399
368264,0
368267,0
368268,0.038244559
368270,0
368271,0.027095579
368273,0.021497944
368275,0
368276,0.034214022
368277,0
368278,0
368280,0.009803199
368330,0.014453967
368334,0.061231503
368354,0
368361,0.043668546
368368,0.032127386
368393,0.009979998
368395,0.034214022
368399,0
368403,0.033885529
368406,0
368458,0
368465,0.019666829
368466,0.075145532
368469,0
368476,0.017295369
368479,0.023734716
368481,0
368482,0
368494,0.036659139
368501,0
368503,0
368504,0.010428922
368508,0.017385399
368509,0.013921537
368516,0.081805415
368518,0.025128277
